time,robot_id,x,y,yaw
0.0,1,-1.7999999999999998,-1.29,0.0
0.02002002002002002,1,-1.7943117424564734,-1.2899994755969333,9.000064012655839e-5
0.04004004004004004,1,-1.788623485104285,-1.2899989758398376,8.573786855281614e-5
0.06006006006006006,1,-1.7829352277118171,-1.2899984999387724,8.161224109688809e-5
0.08008008008008008,1,-1.7772469702990337,-1.289998047123479,7.762030556537406e-5
0.10010010010010009,1,-1.771558712874732,-1.2899976166431464,7.375867570857569e-5
0.12012012012012012,1,-1.7658704554429319,-1.289997207766038,7.002403054530175e-5
0.14014014014014015,1,-1.7601821980055967,-1.289996819779125,6.641311367320209e-5
0.16016016016016016,1,-1.7544939405637965,-1.2899964519877187,6.292273256569999e-5
0.1801801801801802,1,-1.7488056831182173,-1.2899961037151115,5.954975785661633e-5
0.20020020020020018,1,-1.7431174256706288,-1.2899957743022172,5.629112261350893e-5
0.22022022022022023,1,-1.7374291682220162,-1.2899954631072204,5.31438216009335e-5
0.24024024024024024,1,-1.7317409107724682,-1.2899951695052256,5.0104910534356037e-5
0.2602602602602602,1,-1.7260526533220688,-1.2899948928879144,4.717150532590053e-5
0.2802802802802803,1,-1.7203643958708954,-1.2899946326632035,4.4340781322664e-5
0.3003003003003003,1,-1.7146761384190206,-1.28999438825491,4.1609972538642366e-5
0.3203203203203203,1,-1.7089878809665104,-1.2899941591024209,3.897637088097923e-5
0.34034034034034033,1,-1.703299623513427,-1.2899939446603628,3.643732537135364e-5
0.3603603603603604,1,-1.6976113660598262,-1.289993744398282,3.399024136337096e-5
0.38038038038038036,1,-1.691923108605761,-1.2899935578003259,3.163257975656839e-5
0.40040040040040037,1,-1.6862348511512786,-1.2899933843649283,2.9361856207879995e-5
0.42042042042042044,1,-1.680546593696424,-1.2899932236045004,2.7175640341038572e-5
0.44044044044044045,1,-1.6748583362412377,-1.2899930750451274,2.507155495481854e-5
0.46046046046046046,1,-1.6691700787857568,-1.2899929382262663,2.3047275230486088e-5
0.4804804804804805,1,-1.6634818213300153,-1.289992812700452,2.1100527939218524e-5
0.5005005005005005,1,-1.6577935638740444,-1.2899926980330045,1.9229090649971546e-5
0.5205205205205204,1,-1.6521053064178726,-1.2899925938017436,1.7430790938361644e-5
0.5405405405405406,1,-1.646417048961526,-1.2899924995967051,1.5703505597009645e-5
0.5605605605605606,1,-1.640728791505028,-1.2899924150198654,1.404515984797821e-5
0.5805805805805806,1,-1.6350405340484002,-1.2899923396848658,1.2453726557541287e-5
0.6006006006006006,1,-1.6293522765916615,-1.2899922732167455,1.0927225453944146e-5
0.6206206206206206,1,-1.62366401913483,-1.2899922152516758,9.463722348427258e-6
0.6406406406406406,1,-1.6179757616779211,-1.2899921654367017,8.061328359990846e-6
0.6606606606606608,1,-1.6122875042209495,-1.289992123429485,6.718199144181153e-6
0.6806806806806807,1,-1.6065992467639274,-1.2899920888980545,5.432534126354787e-6
0.7007007007007007,1,-1.600910989306866,-1.2899920615205578,4.202575739663341e-6
0.7207207207207208,1,-1.595222731849776,-1.2899920409850194,3.0266086681699826e-6
0.7407407407407407,1,-1.589534474392666,-1.2899920269891032,1.9029590952768752e-6
0.7607607607607607,1,-1.5838462169355445,-1.2899920192398775,8.29993957831744e-7
0.7807807807807808,1,-1.5781579594784174,-1.2899920174535855,-1.9387979380160782e-7
0.8008008008008007,1,-1.5724697020212917,-1.2899920213554208,-1.170215929630792e-6
0.8208208208208209,1,-1.5667814445641721,-1.2899920306793045,-2.1005296673791927e-6
0.8408408408408409,1,-1.5610931871070635,-1.289992045167669,-2.986298393393898e-6
0.8608608608608608,1,-1.5554049296499692,-1.2899920645712446,-3.828962376584291e-6
0.8808808808808809,1,-1.5497166721928928,-1.2899920886488505,-4.629925475495933e-6
0.9009009009009009,1,-1.5440284147358372,-1.2899921171671889,-5.390555838154688e-6
0.9209209209209209,1,-1.538340157278804,-1.289992149900645,-6.112186594583315e-6
0.9409409409409409,1,-1.5326518998217953,-1.289992186631089,-6.796116541893353e-6
0.960960960960961,1,-1.5269636423648123,-1.2899922271476831,-7.443610821696591e-6
0.980980980980981,1,-1.521275384907856,-1.2899922712466916,-8.055901589866338e-6
1.001001001001001,1,-1.5155871274509267,-1.2899923187312958,-8.634188678431402e-6
1.021021021021021,1,-1.509898869994025,-1.2899923694114108,-9.179640249469049e-6
1.041041041041041,1,-1.5042106125371513,-1.289992423103509,-9.693393441040459e-6
1.0610610610610611,1,-1.4985222673673166,-1.2899890527843372,0.004924063960282121
1.0810810810810811,1,-1.4928347701456317,-1.2899072359771433,0.023849497746707617
1.101101101101101,1,-1.4871499043334457,-1.2897176896046019,0.04281035593713224
1.1211211211211212,1,-1.4814696452486362,-1.289420393368904,0.061771214127557
1.1411411411411412,1,-1.4757960377661892,-1.289015454007302,0.08073207231798162
1.1611611611611612,1,-1.4701311227701817,-1.2885030169718146,0.0996929305084064
1.1811811811811812,1,-1.4644769373382691,-1.2878832663544517,0.11865378869883099
1.2012012012012012,1,-1.4588355144024734,-1.287156424819064,0.13761464688925562
1.2212212212212212,1,-1.453208882185832,-1.2863227535236792,0.15657550507968038
1.2412412412412412,1,-1.4475990635444038,-1.2853825520290147,0.17553636327010505
1.2612612612612613,1,-1.442008075270341,-1.2843361581924242,0.1944972214605297
1.2812812812812813,1,-1.4364379273797325,-1.2831839480474279,0.21345807965095448
1.3013013013013013,1,-1.4308906223954687,-1.281926335669096,0.23241893784137913
1.3213213213213215,1,-1.4253681546296417,-1.280563773025518,0.2513797960318039
1.3413413413413413,1,-1.4198725094675426,-1.2790967498155177,0.27034065422222847
1.3613613613613613,1,-1.4144056626534895,-1.2775257932924555,0.2893015124126531
